title,subheader,url,h1,h2,h3,keywords
Cannabidiol — Wikipédia,"En janvier 2017, Aris Karaman met en vente sur son site internet du pollen avec 60% deCBDet 0.2% de THC, légal à l'achat depuis laFrance. À la suite de ce ...",https://fr.wikipedia.org/wiki/Cannabidiol,Cannabidiol,"Sommaire, Historique[modifier|modifier le code], Propriétés pharmacologiques[modifier|modifier le code], Applications thérapeutiques[modifier|modifier le code], Biosynthèse[modifier|modifier le code], Principales méthodes d'extraction[modifier|modifier le code], Présence du cannabidiol dans le chanvre industriel[modifier|modifier le code], Législation[modifier|modifier le code], Modes de consommation[modifier|modifier le code], Autres phytocannabinoïdes présents dans le chanvre[modifier|modifier le code], Notes et références[modifier|modifier le code], Voir aussi[modifier|modifier le code]","Recherches sur le cancer[modifier|modifier le code], Recherches sur l’épilepsie[modifier|modifier le code], Effets secondaires[modifier|modifier le code], La technique d'extraction au CO2supercritique[modifier|modifier le code], La technique d'extraction par solvant[modifier|modifier le code], Suisse[modifier|modifier le code], France[modifier|modifier le code], Reste du monde[modifier|modifier le code], Huile de CBD[modifier|modifier le code], Fleurs séchées[modifier|modifier le code], Cristaux de CBD[modifier|modifier le code], e-liquides et boosters[modifier|modifier le code], Thés et Infusions[modifier|modifier le code], Capsules[modifier|modifier le code], Articles connexes[modifier|modifier le code], Bibliographie[modifier|modifier le code], Liens externes[modifier|modifier le code]",
